question,slide_text,bloom_label
"If the tentorium cerebelli became damaged and could no longer separate the cerebellum from the overlying occipital lobe, what structure would no longer provide a dural barrier between these two brain regions?","Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",apply
How does the falx cerebri relate to the tentorium cerebelli?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",understand
"If the tentorium cerebelli were damaged and could no longer provide a barrier between the cerebellum and occipital lobe, which brain structures would be at greater risk of direct contact?","Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",apply
What structure does the falx cerebri attach to?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",remember
What structure does the falx cerebri attach to?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",remember
What structure does the falx cerebri attach to?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",remember
"If the tentorium cerebelli were damaged and could no longer support its normal attachment to the falx cerebri, which venous sinus might be directly affected by this disruption?","Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",apply
How does the falx cerebri relate anatomically to the tentorium cerebelli?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",understand
"If the tentorium cerebelli were damaged and could no longer effectively separate the cerebellum from the occipital lobe, which two brain regions would have increased risk of direct anatomical contact?","Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",apply
What structure does the falx cerebri attach to?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",remember
What structure does the falx cerebri attach to?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",remember
"If the tentorium cerebelli were damaged and no longer separated the occipital lobe from the cerebellum, what change would you expect regarding the relationship between those brain regions?","Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",apply
What structure does the falx cerebri attach to?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",remember
How does the falx cerebri interact with the tentorium cerebelli in the cranial cavity?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",understand
What structure does the falx cerebri attach to?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",remember
How does the falx cerebri relate anatomically to the tentorium cerebelli?,"Dural Reflections in a Sagittal MRI
A. frontal lobe in ant. cranial fossa
B. parietal lobe
H
C. occipital lobe
D. brainstem
B
in posterior cranial fossa
E. cerebellum
A C
F. foramen magnum
G. spinal cord
E
D H. tentorium cerebelli
– falx cerebri attaches to tentorium
F
– superior sagittal sinus
G
– inferior sagittal sinus
– straight sinus
– confluence of sinuses
25",understand
